"EventID","MachineName","Data","EntryType","Message","Source","ReplacementStrings","TimeGenerated","TimeWritten","UserName"
"16","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'107', '\??\C:\Users\Malaika\AppData\Local\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\Settings\settings.dat', '3', '1'","Microsoft-Windows-Kernel-General","System.String[]","18/05/2024 11:37:04","18/05/2024 11:37:04","NT AUTHORITY\SYSTEM"
"1","DESKTOP-LUGE14R","System.Byte[]","Information","The system has returned from a low power state.

Sleep Time: 2024-05-18T00:13:04.5483885Z
Wake Time: 2024-05-18T06:34:15.0508483Z

Wake Source: 0","Microsoft-Windows-Power-Troubleshooter","System.String[]","18/05/2024 11:34:16","18/05/2024 11:34:16","NT AUTHORITY\LOCAL SERVICE"
"18","DESKTOP-LUGE14R","System.Byte[]","Information","Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.","BTHUSB","System.String[]","18/05/2024 11:34:15","18/05/2024 11:34:15",
"27","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '27' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'2', '?'","Microsoft-Windows-Kernel-Boot","System.String[]","18/05/2024 11:34:15","18/05/2024 11:34:15",
"25","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '25' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'1'","Microsoft-Windows-Kernel-Boot","System.String[]","18/05/2024 11:34:15","18/05/2024 11:34:15",
"32","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '32' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'0'","Microsoft-Windows-Kernel-Boot","System.String[]","18/05/2024 11:34:15","18/05/2024 11:34:15",
"18","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '18' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'1'","Microsoft-Windows-Kernel-Boot","System.String[]","18/05/2024 11:34:15","18/05/2024 11:34:15",
"30","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '30' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'6799422213858', '4527', '4562', '5908', '5910'","Microsoft-Windows-Kernel-Boot","System.String[]","18/05/2024 11:34:15","18/05/2024 11:34:15",
"105","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '105' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'true', '11286', '12010'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 11:34:15","18/05/2024 11:34:15",
"7021","DESKTOP-LUGE14R","System.Byte[]","Information","7021 - Connection telemetry fields and analysis usage","Netwtw06","System.String[]","18/05/2024 11:34:13","18/05/2024 11:34:13",
"1","DESKTOP-LUGE14R","System.Byte[]","Information","Possible detection of CVE: 2024-05-18T06:34:12.5000000Z
Additional Information: 2024-05-18T00:13:15.5043177Z

This Event is generated when an attempt to exploit a known vulnerability (2024-05-18T06:34:12.5000000Z) is detected.
This Event is raised by a User mode process.
","Microsoft-Windows-Kernel-General","System.String[]","18/05/2024 11:34:12","18/05/2024 11:34:12",
"107","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '107' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'5', '5', '5', '1601-01-01T00:00:00.0000000Z', '1601-01-01T00:00:00.0000000Z', '0', '0'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 05:13:15","18/05/2024 05:13:15",
"7040","DESKTOP-LUGE14R","System.Byte[]","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","Service Control Manager","System.String[]","18/05/2024 05:13:07","18/05/2024 05:13:07","NT AUTHORITY\SYSTEM"
"42","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '42' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'5', '5', '6', '4', '7'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 05:13:06","18/05/2024 05:13:06",
"1","DESKTOP-LUGE14R","System.Byte[]","Information","The system has returned from a low power state.

Sleep Time: 2024-05-18T00:13:04.5483885Z
Wake Time: 2024-05-18T00:13:04.5483885Z

Wake Source: 3","Microsoft-Windows-Power-Troubleshooter","System.String[]","18/05/2024 05:13:05","18/05/2024 05:13:05","NT AUTHORITY\LOCAL SERVICE"
"18","DESKTOP-LUGE14R","System.Byte[]","Information","Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.","BTHUSB","System.String[]","18/05/2024 05:13:05","18/05/2024 05:13:05",
"7021","DESKTOP-LUGE14R","System.Byte[]","Information","7021 - Connection telemetry fields and analysis usage","Netwtw06","System.String[]","18/05/2024 05:13:03","18/05/2024 05:13:03",
"130","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '130' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'15122812', '15122813'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 05:13:02","18/05/2024 05:13:02",
"131","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '131' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'2', '400', '458'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 05:13:02","18/05/2024 05:13:02",
"1","DESKTOP-LUGE14R","System.Byte[]","Information","Possible detection of CVE: 2024-05-18T00:13:02.5000000Z
Additional Information: 2024-05-17T21:13:05.0436337Z

This Event is generated when an attempt to exploit a known vulnerability (2024-05-18T00:13:02.5000000Z) is detected.
This Event is raised by a User mode process.
","Microsoft-Windows-Kernel-General","System.String[]","18/05/2024 05:13:02","18/05/2024 05:13:02",
"107","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '107' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'4', '4', '4', '2024-05-18T00:13:02.2171150Z', '2024-05-18T00:13:02.2171150Z', '4', '4'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 02:13:05","18/05/2024 02:13:05",
"42","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '42' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'4', '4', '0', '4', '6'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 02:13:02","18/05/2024 02:13:02",
"105","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '105' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'false', '12010', '12010'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 02:12:59","18/05/2024 02:12:59","NT AUTHORITY\SYSTEM"
"7040","DESKTOP-LUGE14R","System.Byte[]","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","18/05/2024 01:25:33","18/05/2024 01:25:33","NT AUTHORITY\SYSTEM"
"7040","DESKTOP-LUGE14R","System.Byte[]","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","Service Control Manager","System.String[]","18/05/2024 01:23:29","18/05/2024 01:23:29","NT AUTHORITY\SYSTEM"
"7040","DESKTOP-LUGE14R","System.Byte[]","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","18/05/2024 01:05:07","18/05/2024 01:05:07","NT AUTHORITY\SYSTEM"
"7040","DESKTOP-LUGE14R","System.Byte[]","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","Service Control Manager","System.String[]","18/05/2024 01:03:01","18/05/2024 01:03:01","NT AUTHORITY\SYSTEM"
"10016","DESKTOP-LUGE14R","System.Byte[]","Warning","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'machine-default', 'Local', 'Activation', '{C2F03A33-21F5-47FA-B4BB-156362A2F239}', '{316CDED5-E4AE-4B15-9113-7055D84DCC97}', 'DESKTOP-LUGE14R', 'Malaika', 'S-1-5-21-776856091-2747213066-2907446845-1001', 'LocalHost (Using LRPC)', 'Microsoft.Windows.ShellExperienceHost_10.0.19041.4239_neutral_neutral_cw5n1h2txyewy', 'S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708'","DCOM","System.String[]","18/05/2024 00:30:39","18/05/2024 00:30:39","DESKTOP-LUGE14R\Malaika"
"16","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'165', '\??\C:\ProgramData\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\S-1-5-21-776856091-2747213066-2907446845-1001\SystemAppData\Helium\Cache\ec45db51373b988_COM15.dat', '1', '1'","Microsoft-Windows-Kernel-General","System.String[]","18/05/2024 00:29:10","18/05/2024 00:29:10","NT AUTHORITY\SYSTEM"
"16","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'119', '\??\C:\Users\Malaika\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\SystemAppData\Helium\UserClasses.dat', '1', '1'","Microsoft-Windows-Kernel-General","System.String[]","18/05/2024 00:29:10","18/05/2024 00:29:10","NT AUTHORITY\SYSTEM"
"16","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'112', '\??\C:\Users\Malaika\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\SystemAppData\Helium\User.dat', '1', '1'","Microsoft-Windows-Kernel-General","System.String[]","18/05/2024 00:29:10","18/05/2024 00:29:10","NT AUTHORITY\SYSTEM"
"16","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'104', '\??\C:\Users\Malaika\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\Settings\settings.dat', '20', '7'","Microsoft-Windows-Kernel-General","System.String[]","18/05/2024 00:29:09","18/05/2024 00:29:09","NT AUTHORITY\SYSTEM"
"10016","DESKTOP-LUGE14R","System.Byte[]","Warning","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'machine-default', 'Local', 'Activation', '{C2F03A33-21F5-47FA-B4BB-156362A2F239}', '{316CDED5-E4AE-4B15-9113-7055D84DCC97}', 'DESKTOP-LUGE14R', 'Malaika', 'S-1-5-21-776856091-2747213066-2907446845-1001', 'LocalHost (Using LRPC)', 'Microsoft.Windows.ShellExperienceHost_10.0.19041.4239_neutral_neutral_cw5n1h2txyewy', 'S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708'","DCOM","System.String[]","18/05/2024 00:28:45","18/05/2024 00:28:45","DESKTOP-LUGE14R\Malaika"
"105","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '105' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'true', '1804', '12010'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 00:22:57","18/05/2024 00:22:57","NT AUTHORITY\SYSTEM"
"105","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '105' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'false', '1804', '12010'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 00:22:48","18/05/2024 00:22:48","NT AUTHORITY\SYSTEM"
"105","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '105' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'true', '1199', '12010'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 00:21:56","18/05/2024 00:21:56","NT AUTHORITY\SYSTEM"
"10016","DESKTOP-LUGE14R","System.Byte[]","Warning","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'machine-default', 'Local', 'Activation', '{C2F03A33-21F5-47FA-B4BB-156362A2F239}', '{316CDED5-E4AE-4B15-9113-7055D84DCC97}', 'DESKTOP-LUGE14R', 'Malaika', 'S-1-5-21-776856091-2747213066-2907446845-1001', 'LocalHost (Using LRPC)', 'Microsoft.Windows.ShellExperienceHost_10.0.19041.4239_neutral_neutral_cw5n1h2txyewy', 'S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708'","DCOM","System.String[]","18/05/2024 00:11:08","18/05/2024 00:11:08","DESKTOP-LUGE14R\Malaika"
"7040","DESKTOP-LUGE14R","System.Byte[]","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","18/05/2024 13:15:18","18/05/2024 13:15:18","NT AUTHORITY\SYSTEM"
"7040","DESKTOP-LUGE14R","System.Byte[]","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","Service Control Manager","System.String[]","18/05/2024 13:12:57","18/05/2024 13:12:57","NT AUTHORITY\SYSTEM"
"7040","DESKTOP-LUGE14R","System.Byte[]","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","18/05/2024 12:43:07","18/05/2024 12:43:07","NT AUTHORITY\SYSTEM"
"7040","DESKTOP-LUGE14R","System.Byte[]","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","Service Control Manager","System.String[]","18/05/2024 12:40:46","18/05/2024 12:40:46","NT AUTHORITY\SYSTEM"
"7040","DESKTOP-LUGE14R","System.Byte[]","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","18/05/2024 12:37:37","18/05/2024 12:37:37","NT AUTHORITY\SYSTEM"
"7040","DESKTOP-LUGE14R","System.Byte[]","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","Service Control Manager","System.String[]","18/05/2024 12:35:17","18/05/2024 12:35:17","NT AUTHORITY\SYSTEM"
"6013","DESKTOP-LUGE14R","System.Byte[]","Information","The system uptime is 119228 seconds.","EventLog","System.String[]","18/05/2024 12:00:00","18/05/2024 12:00:00",
"7040","DESKTOP-LUGE14R","System.Byte[]","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","18/05/2024 11:37:44","18/05/2024 11:37:44","NT AUTHORITY\SYSTEM"
"1796","DESKTOP-LUGE14R","System.Byte[]","Error","The Secure Boot update failed to update a Secure Boot variable with error -2147020471. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","Microsoft-Windows-TPM-WMI","System.String[]","18/05/2024 11:37:13","18/05/2024 11:37:13","NT AUTHORITY\SYSTEM"
"16","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'169', '\??\C:\ProgramData\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\S-1-5-21-776856091-2747213066-2907446845-1001\SystemAppData\Helium\Cache\eeb3d9041eb2e394_COM15.dat', '1', '1'","Microsoft-Windows-Kernel-General","System.String[]","18/05/2024 11:37:04","18/05/2024 11:37:04","NT AUTHORITY\SYSTEM"
"16","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'107', '\??\C:\Users\Malaika\AppData\Local\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\Settings\settings.dat', '3', '1'","Microsoft-Windows-Kernel-General","System.String[]","18/05/2024 11:37:04","18/05/2024 11:37:04","NT AUTHORITY\SYSTEM"
"1","DESKTOP-LUGE14R","System.Byte[]","Information","The system has returned from a low power state.

Sleep Time: 2024-05-18T00:13:04.5483885Z
Wake Time: 2024-05-18T06:34:15.0508483Z

Wake Source: 0","Microsoft-Windows-Power-Troubleshooter","System.String[]","18/05/2024 11:34:16","18/05/2024 11:34:16","NT AUTHORITY\LOCAL SERVICE"
"18","DESKTOP-LUGE14R","System.Byte[]","Information","Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.","BTHUSB","System.String[]","18/05/2024 11:34:15","18/05/2024 11:34:15",
"27","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '27' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'2', '?'","Microsoft-Windows-Kernel-Boot","System.String[]","18/05/2024 11:34:15","18/05/2024 11:34:15",
"25","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '25' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'1'","Microsoft-Windows-Kernel-Boot","System.String[]","18/05/2024 11:34:15","18/05/2024 11:34:15",
"32","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '32' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'0'","Microsoft-Windows-Kernel-Boot","System.String[]","18/05/2024 11:34:15","18/05/2024 11:34:15",
"18","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '18' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'1'","Microsoft-Windows-Kernel-Boot","System.String[]","18/05/2024 11:34:15","18/05/2024 11:34:15",
"30","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '30' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'6799422213858', '4527', '4562', '5908', '5910'","Microsoft-Windows-Kernel-Boot","System.String[]","18/05/2024 11:34:15","18/05/2024 11:34:15",
"105","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '105' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'true', '11286', '12010'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 11:34:15","18/05/2024 11:34:15",
"7021","DESKTOP-LUGE14R","System.Byte[]","Information","7021 - Connection telemetry fields and analysis usage","Netwtw06","System.String[]","18/05/2024 11:34:13","18/05/2024 11:34:13",
"1","DESKTOP-LUGE14R","System.Byte[]","Information","Possible detection of CVE: 2024-05-18T06:34:12.5000000Z
Additional Information: 2024-05-18T00:13:15.5043177Z

This Event is generated when an attempt to exploit a known vulnerability (2024-05-18T06:34:12.5000000Z) is detected.
This Event is raised by a User mode process.
","Microsoft-Windows-Kernel-General","System.String[]","18/05/2024 11:34:12","18/05/2024 11:34:12",
"107","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '107' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'5', '5', '5', '1601-01-01T00:00:00.0000000Z', '1601-01-01T00:00:00.0000000Z', '0', '0'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 05:13:15","18/05/2024 05:13:15",
"7040","DESKTOP-LUGE14R","System.Byte[]","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","Service Control Manager","System.String[]","18/05/2024 05:13:07","18/05/2024 05:13:07","NT AUTHORITY\SYSTEM"
"42","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '42' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'5', '5', '6', '4', '7'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 05:13:06","18/05/2024 05:13:06",
"1","DESKTOP-LUGE14R","System.Byte[]","Information","The system has returned from a low power state.

Sleep Time: 2024-05-18T00:13:04.5483885Z
Wake Time: 2024-05-18T00:13:04.5483885Z

Wake Source: 3","Microsoft-Windows-Power-Troubleshooter","System.String[]","18/05/2024 05:13:05","18/05/2024 05:13:05","NT AUTHORITY\LOCAL SERVICE"
"18","DESKTOP-LUGE14R","System.Byte[]","Information","Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.","BTHUSB","System.String[]","18/05/2024 05:13:05","18/05/2024 05:13:05",
"7021","DESKTOP-LUGE14R","System.Byte[]","Information","7021 - Connection telemetry fields and analysis usage","Netwtw06","System.String[]","18/05/2024 05:13:03","18/05/2024 05:13:03",
"130","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '130' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'15122812', '15122813'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 05:13:02","18/05/2024 05:13:02",
"131","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '131' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'2', '400', '458'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 05:13:02","18/05/2024 05:13:02",
"1","DESKTOP-LUGE14R","System.Byte[]","Information","Possible detection of CVE: 2024-05-18T00:13:02.5000000Z
Additional Information: 2024-05-17T21:13:05.0436337Z

This Event is generated when an attempt to exploit a known vulnerability (2024-05-18T00:13:02.5000000Z) is detected.
This Event is raised by a User mode process.
","Microsoft-Windows-Kernel-General","System.String[]","18/05/2024 05:13:02","18/05/2024 05:13:02",
"107","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '107' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'4', '4', '4', '2024-05-18T00:13:02.2171150Z', '2024-05-18T00:13:02.2171150Z', '4', '4'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 02:13:05","18/05/2024 02:13:05",
"42","DESKTOP-LUGE14R","System.Byte[]","Information","The description for Event ID '42' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'4', '4', '0', '4', '6'","Microsoft-Windows-Kernel-Power","System.String[]","18/05/2024 02:13:02","18/05/2024 02:13:02",
